ID,Route,Section,Component/root,Purpose,Current visual container,Current background,Transition in,Transition out,Relationship to previous,Relationship to next
S0423,/industrial-proof/,band section-y industrial-proof__knowledge,band section-y industrial-proof__knowledge,"Present inspectable evidence, source context, or limitations",section depth 1; 1457px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0424,/industrial-proof/,site-shell section-y industrial-proof__interpretation,site-shell section-y industrial-proof__interpretation,"Present inspectable evidence, source context, or limitations",section depth 1; 701px,"rgba(0, 0, 0, 0)",surface reset,surface reset,Follows an unlabeled structural region,Prepares More case-led
S0425,/industrial-proof/,More case-led,ordered-card-strong industrial-proof__interpretation-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares More inspection-led
S0426,/industrial-proof/,More inspection-led,ordered-card-strong industrial-proof__interpretation-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows More case-led,Prepares More RFQ-led
S0427,/industrial-proof/,More RFQ-led,ordered-card-strong industrial-proof__interpretation-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows More inspection-led,Prepares More materials-aware
S0428,/industrial-proof/,More materials-aware,ordered-card-strong industrial-proof__interpretation-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows More RFQ-led,Prepares an unlabeled structural region
S0429,/industrial-proof/,band section-y industrial-proof__sources,band section-y industrial-proof__sources,"Present inspectable evidence, source context, or limitations",section depth 1; 1368px,"rgb(23, 24, 23)",surface reset,surface reset,Follows More materials-aware,Prepares an unlabeled structural region
S0430,/industrial-proof/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Follow the LMD/DED evidence trail
S0431,/industrial-proof/,Follow the LMD/DED evidence trail,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0432,/industrial-proof/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Follow the LMD/DED evidence trail,Prepares Shared page ending / footer
S0433,/lab-notes/,Field Notes,site-shell section-y lab-notes-index,Support scanning and route discovery,section depth 0; 2199px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0434,/lab-notes/,lab-notes-index__masthead,lab-notes-index__masthead,Orient the visitor and establish the page promise,header depth 1; 594px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Field Notes,Prepares an unlabeled structural region
S0435,/lab-notes/,Lab Notes,lab-notes-index__collection,Support scanning and route discovery,section depth 1; 1485px,"rgb(15, 14, 13)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0436,/lab-notes/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0437,/lab-notes/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0438,/lab-notes/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0439,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,A Prediction Is Not Yet an Industrial Decision,site-shell section-y lab-note-article lab-note-article--rail-before,Develop the page's primary narrative or task,article depth 0; 2396px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0440,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 610px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows A Prediction Is Not Yet an Industrial Decision,Prepares an unlabeled structural region
S0441,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,Authored note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 525px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0442,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0443,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,"rgba(255, 255, 255, 0.035)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0444,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(249, 115, 22, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0445,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 460px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0446,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 348px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0447,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0448,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0449,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0450,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,AI Red-Team Questions for LMD Repair Recommendations,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 2149px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0451,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 582px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows AI Red-Team Questions for LMD Repair Recommendations,Prepares an unlabeled structural region
S0452,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0453,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0454,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,"rgba(249, 115, 22, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0455,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(255, 255, 255, 0.035)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0456,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0457,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0458,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0459,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0460,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0461,/lab-notes/camera-is-not-a-certificate/,A Camera Is Not a Certificate,site-shell section-y lab-note-article lab-note-article--rail-after,Develop the page's primary narrative or task,article depth 0; 2836px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0462,/lab-notes/camera-is-not-a-certificate/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 524px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows A Camera Is Not a Certificate,Prepares One-line thesis
S0463,/lab-notes/camera-is-not-a-certificate/,One-line thesis,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 79px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Why it matters in LMD/DED
S0464,/lab-notes/camera-is-not-a-certificate/,Why it matters in LMD/DED,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows One-line thesis,Prepares Common mistake
S0465,/lab-notes/camera-is-not-a-certificate/,Common mistake,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Why it matters in LMD/DED,Prepares Better decision question
S0466,/lab-notes/camera-is-not-a-certificate/,Better decision question,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Common mistake,Prepares What evidence is needed
S0467,/lab-notes/camera-is-not-a-certificate/,What evidence is needed,lab-note-article__section,"Present inspectable evidence, source context, or limitations",section depth 3; 176px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Better decision question,Prepares What changes the decision
S0468,/lab-notes/camera-is-not-a-certificate/,What changes the decision,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows What evidence is needed,Prepares Related playbook/tool
S0469,/lab-notes/camera-is-not-a-certificate/,Related playbook/tool,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows What changes the decision,Prepares Exafuse route if commercial review is needed
S0470,/lab-notes/camera-is-not-a-certificate/,Exafuse route if commercial review is needed,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 185px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Related playbook/tool,Prepares an unlabeled structural region
S0471,/lab-notes/camera-is-not-a-certificate/,Evidence boundary,lab-note-article__supporting,"Present inspectable evidence, source context, or limitations",aside depth 2; 183px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Exafuse route if commercial review is needed,Prepares an unlabeled structural region
S0472,/lab-notes/camera-is-not-a-certificate/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,"rgb(15, 17, 16)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0473,/lab-notes/camera-is-not-a-certificate/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0474,/lab-notes/camera-is-not-a-certificate/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0475,/lab-notes/camera-is-not-a-certificate/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0476,/lab-notes/camera-is-not-a-certificate/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0477,/lab-notes/camera-is-not-a-certificate/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0478,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,DED-LB/M Terms That Should Not Be Mixed Up,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1780px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0479,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows DED-LB/M Terms That Should Not Be Mixed Up,Prepares an unlabeled structural region
S0480,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0481,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0482,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(249, 115, 22, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0483,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(255, 255, 255, 0.035)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0484,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0485,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0486,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0487,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0488,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0489,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,From Process Signals to Inspection Evidence in LMD,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1821px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0490,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 582px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows From Process Signals to Inspection Evidence in LMD,Prepares an unlabeled structural region
S0491,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 497px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0492,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0493,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(249, 115, 22, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0494,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(255, 255, 255, 0.035)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0495,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0496,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0497,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0498,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0499,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0500,/lab-notes/height-is-not-cosmetic/,Height Is Not Cosmetic,site-shell section-y lab-note-article lab-note-article--rail-after,Develop the page's primary narrative or task,article depth 0; 2790px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0501,/lab-notes/height-is-not-cosmetic/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 450px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Height Is Not Cosmetic,Prepares One-line thesis
S0502,/lab-notes/height-is-not-cosmetic/,One-line thesis,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 107px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Why it matters in LMD/DED
S0503,/lab-notes/height-is-not-cosmetic/,Why it matters in LMD/DED,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows One-line thesis,Prepares Common mistake
S0504,/lab-notes/height-is-not-cosmetic/,Common mistake,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Why it matters in LMD/DED,Prepares Better decision question
S0505,/lab-notes/height-is-not-cosmetic/,Better decision question,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Common mistake,Prepares What evidence is needed
S0506,/lab-notes/height-is-not-cosmetic/,What evidence is needed,lab-note-article__section,"Present inspectable evidence, source context, or limitations",section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Better decision question,Prepares What changes the decision
S0507,/lab-notes/height-is-not-cosmetic/,What changes the decision,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows What evidence is needed,Prepares Related playbook/tool
S0508,/lab-notes/height-is-not-cosmetic/,Related playbook/tool,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows What changes the decision,Prepares Exafuse route if commercial review is needed
S0509,/lab-notes/height-is-not-cosmetic/,Exafuse route if commercial review is needed,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 185px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Related playbook/tool,Prepares an unlabeled structural region
S0510,/lab-notes/height-is-not-cosmetic/,Evidence boundary,lab-note-article__supporting,"Present inspectable evidence, source context, or limitations",aside depth 2; 183px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Exafuse route if commercial review is needed,Prepares an unlabeled structural region
S0511,/lab-notes/height-is-not-cosmetic/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,"rgb(15, 17, 16)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0512,/lab-notes/height-is-not-cosmetic/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0513,/lab-notes/height-is-not-cosmetic/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0514,/lab-notes/height-is-not-cosmetic/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0515,/lab-notes/height-is-not-cosmetic/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0516,/lab-notes/height-is-not-cosmetic/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0517,/lab-notes/lmd-vs-slm-decision-signals/,LMD vs SLM: Decision Signals,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1864px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0518,/lab-notes/lmd-vs-slm-decision-signals/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows LMD vs SLM: Decision Signals,Prepares an unlabeled structural region
S0519,/lab-notes/lmd-vs-slm-decision-signals/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 553px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0520,/lab-notes/lmd-vs-slm-decision-signals/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 211px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
