ID,Route,Section,Component/root,Purpose,Layout,Scene type,Visual weight,Transition in,Transition out
S0439,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,A Prediction Is Not Yet an Industrial Decision,site-shell section-y lab-note-article lab-note-article--rail-before,Develop the page's primary narrative or task,article depth 0; 2396px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0440,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 610px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0441,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,Authored note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 525px,Narrative,substantial,same canvas / spacing gap,surface reset
S0442,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0443,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0444,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0445,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 460px,Utility/recovery,supporting,surface reset,same canvas / spacing gap
S0446,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 348px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0447,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0448,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0449,/lab-notes/a-prediction-is-not-yet-an-industrial-decision/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0450,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,AI Red-Team Questions for LMD Repair Recommendations,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 2149px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0451,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 582px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0452,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,Narrative,supporting,same canvas / spacing gap,surface reset
S0453,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0454,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,Narrative,supporting,surface reset,surface reset
S0455,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0456,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0457,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0458,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0459,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0460,/lab-notes/ai-red-team-questions-for-lmd-repair-recommendations/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0461,/lab-notes/camera-is-not-a-certificate/,A Camera Is Not a Certificate,site-shell section-y lab-note-article lab-note-article--rail-after,Develop the page's primary narrative or task,article depth 0; 2836px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0462,/lab-notes/camera-is-not-a-certificate/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 524px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0463,/lab-notes/camera-is-not-a-certificate/,One-line thesis,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 79px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0464,/lab-notes/camera-is-not-a-certificate/,Why it matters in LMD/DED,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0465,/lab-notes/camera-is-not-a-certificate/,Common mistake,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0466,/lab-notes/camera-is-not-a-certificate/,Better decision question,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0467,/lab-notes/camera-is-not-a-certificate/,What evidence is needed,lab-note-article__section,"Present inspectable evidence, source context, or limitations",section depth 3; 176px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0468,/lab-notes/camera-is-not-a-certificate/,What changes the decision,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0469,/lab-notes/camera-is-not-a-certificate/,Related playbook/tool,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Instrument,supporting,same canvas / spacing gap,same canvas / spacing gap
S0470,/lab-notes/camera-is-not-a-certificate/,Exafuse route if commercial review is needed,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 185px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0471,/lab-notes/camera-is-not-a-certificate/,Evidence boundary,lab-note-article__supporting,"Present inspectable evidence, source context, or limitations",aside depth 2; 183px,Reference,supporting,same canvas / spacing gap,surface reset
S0472,/lab-notes/camera-is-not-a-certificate/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0473,/lab-notes/camera-is-not-a-certificate/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0474,/lab-notes/camera-is-not-a-certificate/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0475,/lab-notes/camera-is-not-a-certificate/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0476,/lab-notes/camera-is-not-a-certificate/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0477,/lab-notes/camera-is-not-a-certificate/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0478,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,DED-LB/M Terms That Should Not Be Mixed Up,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1780px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0479,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0480,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,Narrative,supporting,same canvas / spacing gap,surface reset
S0481,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,Narrative,supporting,surface reset,surface reset
S0482,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0483,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0484,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0485,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0486,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0487,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0488,/lab-notes/ded-lb-m-terms-ai-systems-should-not-mix-up/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0489,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,From Process Signals to Inspection Evidence in LMD,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1821px,Reference,dominant,same canvas / spacing gap,same canvas / spacing gap
S0490,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 582px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0491,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 497px,Narrative,substantial,same canvas / spacing gap,surface reset
S0492,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0493,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0494,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0495,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0496,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0497,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0498,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0499,/lab-notes/from-process-signals-to-inspection-evidence-in-lmd/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0500,/lab-notes/height-is-not-cosmetic/,Height Is Not Cosmetic,site-shell section-y lab-note-article lab-note-article--rail-after,Develop the page's primary narrative or task,article depth 0; 2790px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0501,/lab-notes/height-is-not-cosmetic/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 450px,Brand,supporting,same canvas / spacing gap,same canvas / spacing gap
S0502,/lab-notes/height-is-not-cosmetic/,One-line thesis,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 107px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0503,/lab-notes/height-is-not-cosmetic/,Why it matters in LMD/DED,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0504,/lab-notes/height-is-not-cosmetic/,Common mistake,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0505,/lab-notes/height-is-not-cosmetic/,Better decision question,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0506,/lab-notes/height-is-not-cosmetic/,What evidence is needed,lab-note-article__section,"Present inspectable evidence, source context, or limitations",section depth 3; 148px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0507,/lab-notes/height-is-not-cosmetic/,What changes the decision,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0508,/lab-notes/height-is-not-cosmetic/,Related playbook/tool,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Instrument,supporting,same canvas / spacing gap,same canvas / spacing gap
S0509,/lab-notes/height-is-not-cosmetic/,Exafuse route if commercial review is needed,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 185px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0510,/lab-notes/height-is-not-cosmetic/,Evidence boundary,lab-note-article__supporting,"Present inspectable evidence, source context, or limitations",aside depth 2; 183px,Reference,supporting,same canvas / spacing gap,surface reset
S0511,/lab-notes/height-is-not-cosmetic/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0512,/lab-notes/height-is-not-cosmetic/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0513,/lab-notes/height-is-not-cosmetic/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0514,/lab-notes/height-is-not-cosmetic/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0515,/lab-notes/height-is-not-cosmetic/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0516,/lab-notes/height-is-not-cosmetic/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0517,/lab-notes/lmd-vs-slm-decision-signals/,LMD vs SLM: Decision Signals,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1864px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0518,/lab-notes/lmd-vs-slm-decision-signals/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0519,/lab-notes/lmd-vs-slm-decision-signals/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 553px,Narrative,substantial,same canvas / spacing gap,surface reset
S0520,/lab-notes/lmd-vs-slm-decision-signals/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 211px,Narrative,supporting,surface reset,surface reset
S0521,/lab-notes/lmd-vs-slm-decision-signals/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0522,/lab-notes/lmd-vs-slm-decision-signals/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0523,/lab-notes/lmd-vs-slm-decision-signals/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0524,/lab-notes/lmd-vs-slm-decision-signals/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0525,/lab-notes/lmd-vs-slm-decision-signals/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0526,/lab-notes/lmd-vs-slm-decision-signals/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0527,/lab-notes/lmd-vs-slm-decision-signals/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0528,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Why Melt-Pool Monitoring Is Not a Quality Certificate,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1864px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0529,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0530,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 553px,Narrative,substantial,same canvas / spacing gap,surface reset
S0531,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0532,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0533,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0534,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0535,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0536,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0537,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0538,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0539,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Post-Machining Is Part of the LMD Repair Plan,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1805px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0540,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 594px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0541,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,Narrative,supporting,same canvas / spacing gap,surface reset
S0542,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,Narrative,supporting,surface reset,surface reset
S0543,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0544,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0545,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0546,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0547,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0548,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0549,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0550,/lab-notes/rfqs-fail-when-they-hide-risk/,RFQs Fail When They Hide Risk,site-shell section-y lab-note-article lab-note-article--rail-after,Develop the page's primary narrative or task,article depth 0; 2762px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0551,/lab-notes/rfqs-fail-when-they-hide-risk/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 450px,Brand,supporting,same canvas / spacing gap,same canvas / spacing gap
S0552,/lab-notes/rfqs-fail-when-they-hide-risk/,One-line thesis,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 79px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0553,/lab-notes/rfqs-fail-when-they-hide-risk/,Why it matters in LMD/DED,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0554,/lab-notes/rfqs-fail-when-they-hide-risk/,Common mistake,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0555,/lab-notes/rfqs-fail-when-they-hide-risk/,Better decision question,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0556,/lab-notes/rfqs-fail-when-they-hide-risk/,What evidence is needed,lab-note-article__section,"Present inspectable evidence, source context, or limitations",section depth 3; 148px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0557,/lab-notes/rfqs-fail-when-they-hide-risk/,What changes the decision,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0558,/lab-notes/rfqs-fail-when-they-hide-risk/,Related playbook/tool,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Instrument,supporting,same canvas / spacing gap,same canvas / spacing gap
S0559,/lab-notes/rfqs-fail-when-they-hide-risk/,Exafuse route if commercial review is needed,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 185px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0560,/lab-notes/rfqs-fail-when-they-hide-risk/,Evidence boundary,lab-note-article__supporting,"Present inspectable evidence, source context, or limitations",aside depth 2; 183px,Reference,supporting,same canvas / spacing gap,surface reset
S0561,/lab-notes/rfqs-fail-when-they-hide-risk/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0562,/lab-notes/rfqs-fail-when-they-hide-risk/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0563,/lab-notes/rfqs-fail-when-they-hide-risk/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0564,/lab-notes/rfqs-fail-when-they-hide-risk/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
